,Data,Alagamento,Bairro,Tipo,Horário Inicial,Horário Final,Endereço,Sentido,Referência
0,2014-04-12,1,Lapa,Inativo Intransitável,20:53,21:23,PC MARREY JUNIOR, CENTRO/BAIRRO, AV SUMARE
1,2014-04-12,1,Lapa,Inativo Transitável,20:56,22:17,R TURIASSU, UNICO, PC MARREY JUNIOR
2,2014-04-12,1,Mooca,Inativo Intransitável,20:46,22:07,RADIAL LESTE-OESTE, CENTRO/BAIRRO, R SILVA JARDIM
3,2014-04-12,1,Mooca,Inativo Intransitável,20:53,22:07,RADIAL LESTE-OESTE, BAIRRO/CENTRO - EXP, R SILVA JARDIM
4,2014-04-12,1,Mooca,Inativo Intransitável,21:01,22:06,R BRESSER, AMBOS, PC CIRO PONTES
5,2014-04-12,1,Mooca,Inativo Intransitável,21:09,23:19,MARGINAL TIETE, CASTELO B/A SENNA - CENTRAL, PTE PRES JANIO QUADROS
6,2014-04-12,1,Mooca,Inativo Transitável,21:12,23:18,MARGINAL TIETE, CASTELO B/A SENNA, PTE PRES JANIO QUADROS
7,2014-04-12,1,Mooca,Inativo Intransitável,21:32,21:39,RADIAL LESTE, AMBOS, VD GUADALAJARA
8,2014-04-12,1,Mooca,Inativo Intransitável,21:34,21:46,R ARNALDO CINTRA, CENTRO/BAIRRO, AV CDSSA ELISABETH DE ROBIANO
9,2014-04-12,1,Penha,Inativo Intransitável,22:02,23:45,AV. ARMANDO CARDOSO ALVES, CENTRO/BAIRRO, ALTURA DO NUMERO 153
10,2014-04-12,1,Ipiranga,Inativo Intransitável,20:59,21:45,AV PROF ABRAAO DE MORAIS, AMBOS, AV BOSQUE DA SAUDE
11,2014-04-12,1,Ipiranga,Inativo Transitável,21:10,21:37,AV PROF ABRAAO DE MORAIS, S PAULO/SANTOS, R RIBEIRO LACERDA
12,2014-04-12,1,Ipiranga,Inativo Transitável,21:10,21:37,AV PROF ABRAAO DE MORAIS, S PAULO/SANTOS - ÚNICA, AV FAGUNDES FILHO
13,2014-04-12,1,Ipiranga,Inativo Transitável,21:14,22:15,AV PROF ABRAAO DE MORAIS, SANTOS/S PAULO, R RIBEIRO LACERDA
14,2014-04-13,1,Itaquera,Inativo Intransitável,07:12,21:27,AV DAVID DOMINGUES FERREIRA, CENTRO/BAIRRO, R GERALDO VIEIRA DE CASTRO
15,2014-04-13,1,Penha,Inativo Intransitável,10:53,20:34,VD DOMINGOS FRANCIULLI NETO, BAIRRO/CENTRO, ALTURA DO N. 830
16,2014-04-13,1,M'Boi Mirim,Inativo Transitável,07:35,21:10,ESTR. DE ITAPECERICA, UNICO, R DA MOENDA
17,2014-04-15,1,Pirituba/Jaraguá,Inativo Transitável,12:33,18:34,AV RAIMUNDO PEREIRA DE MAGALHAES, CENTRO/BAIRRO, ALTURA DO NÚMERO 2805
18,2014-04-15,1,Mooca,Inativo Transitável,09:57,10:05,AV ALCANTARA MACHADO, CENTRO/BAIRRO - CORREDOR DE ÔNIBUS, ALTURA DO NÚMERO 3866
19,2014-04-15,1,Mooca,Inativo Transitável,11:29,12:41,"AV SALIM FARAH MALUF,", MARG/VP, R FAUSTO CLEVA
20,2014-05-18,1,Sé,Inativo Intransitável,16:47,16:50,PQ ANHANGABAU, AMBOS, ALTURA DO N. 1
21,2014-05-18,1,Sé,Inativo Intransitável,16:57,17:41,AV NOVE DE JULHO, BAIRRO/CENTRO, PC DA BANDEIRA
22,2014-05-18,1,Lapa,Inativo Transitável,17:06,17:42,R MELO FREIRE, CENTRO/BAIRRO, R VILELA
23,2014-05-18,1,Mooca,Inativo Transitável,17:03,17:25,"AV ALCANTARA MACHADO,", CENTRO/BAIRRO, R SILVA JARDIM
24,2014-05-18,1,Penha,Inativo Transitável,17:10,17:27,AV ANTONIO ESTEVAO DE CARVALHO, CENTRO/BAIRRO, PC DIVINOLANDIA
25,2014-05-18,1,Campo Limpo,Inativo Intransitável,19:26,20:16,ES DO CAMPO LIMPO, CENTRO/BAIRRO, R KUNITO MIYASAKA
26,2014-05-18,1,Ipiranga,Inativo Transitável,16:49,17:13,"AV PROF ABRAAO DE MORAIS,", ÚNICO, R RIBEIRO LACERDA
27,2014-05-18,1,Vila Mariana,Inativo Intransitável,16:45,20:16,:45 a 20:16R SENA MADUREIRA, IBIR/VM, ALTURA DO N. 1842
28,2014-05-18,1,Vila Mariana,Inativo Intransitável,16:54,17:22,"AV VINTE E TRES DE MAIO,", AMBOS, VD GAL EUCLIDES DE FIGUEIREDO
29,2014-05-18,1,Vila Mariana,Inativo Intransitável,17:01,17:42,"AV PEDRO ALVARES CABRAL,", PI/VM, R SENA MADUREIRA
30,2014-05-22,1,Santo Amaro,Inativo Transitável,16:46,20:29,"AV JOAO DIAS,", BAIRRO/CENTRO, PTE JOAO DIAS
